A,B
7900,0.54531608332
7901,0.558387383935
7902,0.51884628349
7903,0.527695918805
7904,0.5243765149899999
7905,0.539282357295
7906,0.5533137186450001
7907,0.54408552865
7908,0.5244760817699999
7909,0.54615052495
7910,0.5361191755900001
7911,0.5452045021049999
7912,0.560333890385
7913,0.5389992048450001
7914,0.5517067939250001
7915,0.553330525735
7916,0.53813150132
7917,0.542679461195
7918,0.5423987944950001
7919,0.534704504535
7920,0.55567880807
7921,0.5398909302
7922,0.55909801101
7923,0.55517897357
7924,0.54490061173
7925,0.53845372315
7926,0.5556395894549999
7927,0.55289489869
7928,0.5678963176349999
7929,0.55412969769
7930,0.527990727215
7931,0.5493044310850002
7932,0.56898953984
7933,0.5520498703000001
7934,0.554406106975
7935,0.5842981295149999
7936,0.54205188748
7937,0.5496639490549999
7938,0.56445151443
